nome,tmdb_id,biografia,data_nascita,luogo_nascita
Jessica Bendinger,53014,"​From Wikipedia, the free encyclopedia.  

Jessica Bendinger (born November 10, 1966) is an American screenwriter and novelist.

She has written several films, including 2000's Bring It On, 2004's First Daughter and 2006's Aquamarine. She was also a writer and creative consultant for Sex and the City as well as a producer of the 2005 film The Wedding Date starring Debra Messing. She also wrote and directed Stick It, released in April 2006 as her directorial debut. Bendinger is a former model who worked for designer Stephen Sprouse and appeared on the runway in the film Slaves of New York. She was named by Glamour Magazine as one of Hollywood’s “Most Powerful Women Under 40” in 2005.

Bendinger's first novel, The Seven Rays was published in 2009 by Simon &amp; Schuster. The story follows 17 year-old, Beth Michaels, who uncovers elements of the supernatural on her journey of self discovery.

Description above from the Wikipedia article Jessica Bendinger, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1966-11-10,"Oak Park, Illinois, USA"
Henry Joost,142272,"Henry Joost (born July 25, 1981) is an American director, known for working with his creative partner, Ariel Schulman. Their first feature documentary, Catfish, premiered at the Sundance film festival where it received critical acclaim and went on to a nationwide release in Fall 2010. They next directed Paranormal Activity 3 and 4, as well as the thrillers Nerve and Project Power.

Henry and Rel are also Executive Producers on Catfish the TV Show, and have directed dozens of commercials and short films including A Brief History of John Baldessari, narrated by Tom Waits, which has been screened at over 75 film festivals worldwide. Their 2011 Google commercial Dear Sophie was named Time Magazine's Best Commercial of the Year. They have also made a number of short films for Vogue Magazine starring Lena Dunham, Margot Robbie, and Taylor Swift, accumulating over five million views.

In addition to several projects in development, Henry & Rel wrote and are attached to direct an adaptation of Edward Abbey's novel The Monkey Wrench Gang, to be produced by Ed Pressman and Gary Burden.",1981-07-25,USA
Ed Harris,,,,
Alfred Hitchcock,2636,"Sir Alfred Joseph Hitchcock (August 13, 1899 – April 29, 1980) was an English film director. He is widely regarded as one of the most influential figures in cinema history. In a career spanning six decades, he directed over 50 feature films, many of which are still widely watched and studied today. Known as the ""Master of Suspense"", Hitchcock became as well known as any of his actors thanks to his many interviews, cameo appearances in most of his films, and hosting and producing the television anthology Alfred Hitchcock Presents (1955–65). His films garnered 46 Academy Award nominations, including six wins. However, despite five nominations, he never won the  Best Director award.

Hitchcock initially trained as a technical clerk and copywriter before entering the film industry in 1919 as a title card designer. The British–German silent film The Pleasure Garden (1925) was his directorial debut. His first successful film, The Lodger: A Story of the London Fog (1927), helped to shape the thriller genre, and Blackmail (1929) was the first British ""talkie"". His thrillers The 39 Steps (1935) and The Lady Vanishes (1938) are ranked among the greatest British films of the 20th century. By 1939, he had international recognition and producer David O. Selznick persuaded him to move to Hollywood. A string of successful films followed, including Rebecca(1940), Foreign Correspondent (1940), Suspicion (1941), Shadow of a Doubt (1943) and Notorious (1946). Rebecca won the Academy Award for Best Picture, with Hitchcock nominated as Best Director. He also received Oscar nominations for Lifeboat (1944), Spellbound (1945), Rear Window (1954) and Psycho (1960).

Hitchcock's other notable films include Rope (1948), Strangers on a Train (1951), Dial M for Murder (1954), To Catch a Thief (1955), The Trouble with Harry (1955), Vertigo (1958), North by Northwest (1959), The Birds (1963), Marnie (1964) and Frenzy (1972), all of which were also financially successful and are highly regarded by film historians. Hitchcock made several films with some of the biggest stars in Hollywood, including four with Cary Grant, four with James Stewart, three with Ingrid Bergman and three consecutively with Grace Kelly. Hitchcock became an American citizen in 1955.

In 2012, Hitchcock's psychological thriller Vertigo, starring Stewart, displaced Orson Welles' Citizen Kane (1941) as the British Film Institute's greatest film ever made based on its worldwide poll of hundreds of film critics. As of 2021, nine of his films had been selected for preservation in the United States National Film Registry, including his favourite, Shadow of a Doubt (1943). He received the BAFTA Fellowship in 1971, the AFI Life Achievement Award in 1979, and was knighted in December of that year, four months before his death on 29 April 1980.",1899-08-13,"Leytonstone, London, England, UK"
Shana Feste,129718,"Shana Feste is an American writer, director, and producer.  Feste is best known for writing the screenplay for and directing the hit feature film, Country Strong (2010), starring Gwyneth Paltrow. She also wrote and directed, The Greatest (2009).",1976-08-28,"Los Angeles, California, USA"
Steve Rash,54590,"Steve Rash is an American film director and producer best known for directing such films as American Pie Presents: Band Camp (2005), The Buddy Holly Story, Can't Buy Me Love, and Queens Logic.",,U.S.A.
Mike Binder,24173,"​From Wikipedia, the free encyclopedia.  

Mike Binder (born June 2, 1958) is an American film director, screenwriter, producer and actor.

Description above from the Wikipedia article Mike Binder, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1958-06-02,"Detroit, Michigan, USA"
Michael J. Bassett,69593,"MJ Bassett is an English director, writer, and producer of film and television. She began her career directing the cult horror films Deathwatch and Wilderness, the dark fantasy Solomon Kane, and the video game adaptation Silent Hill: Revelation. Since 2012, she has worked as a director and writer on high-profile television series like Strike Back, Ash vs Evil Dead, Power and Altered Carbon.

Description above from the Wikipedia article MJ Bassett, licensed under CC-BY-SA, full list of contributors on Wikipedia.",,"Shropshire, West Midlands, England, UK"
Frank Nissen,73161,,,
Stephen Chow,,,,
Peter Hastings,64149,"Peter Hastings (born January 9, 1960) is an American writer, director and producer who has worked in  animation and live action. He studied music at the Berklee College of Music in Boston, and is known for directing the films The Country Bears and Dog Man.",1960-01-09,"Haverford, Pennsylvania, USA"
Paul Abascal,1216735,,1958-09-13,"Los Angeles, California, USA"
Chris Koch,58059,,,"Melrose, Massachusetts, USA"
Amy Heckerling,57434,"Amy Heckerling (born May 7, 1954) is an American film director. An alumna of both New York University and the American Film Institute, she directed the commercially successful films Fast Times at Ridgemont High, National Lampoon's European Vacation, Look Who's Talking, and Clueless.

Description above from the Wikipedia article Amy Heckerling, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1954-05-07,"The Bronx, New York, USA"
Michael Moore,,,,
George Stevens,18738,"From Wikipedia, the free encyclopedia.

George Stevens (December 18, 1904 – March 8, 1975) was an American film director, producer, screenwriter and cinematographer.

Among his most notable films were Diary of Anne Frank (1959), nominated for Best Director, Giant (1956), winner of Oscar for Best Director, Shane (1953), Oscar nominated, and A Place in the Sun (1951), winner of Oscar for Best Director.

Description above from the Wikipedia article George Stevens, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1904-12-18,"Oakland, California, USA"
